customer_id,segment,recency,frequency,monetary,R_score,F_score,M_score,rfm_segment,age,gender,income,membership_days
1eeb590787164a088942327775c335e4,Frequent Visitors,4.0,20,76.09,2,5,3,Loyal Customers,38.0,M,64000.0,1004
1eed89c11cc749a4bb93d8cef032821d,Champions,2.0,8,796.77,4,3,5,Loyal Customers,38.0,M,74000.0,388
1ef06f08c9e14ce9aa768ef16171869c,,2.5,5,9.809999999999999,3,2,1,At Risk,29.0,F,59000.0,162
1ef140951a044165a8ef3e3e26ec0f16,Frequent Visitors,1.0,24,317.13,5,5,5,Champions,59.0,M,47000.0,298
1f01b421fdb14346ba1efa9a8884d3d0,Frequent Visitors,0.75,20,77.46,5,5,3,Champions,21.0,M,42000.0,1553
1f03595b20254b86b7d11344ad8493c9,High Spenders,3.5,9,80.54,3,3,3,Potential Loyalists,94.0,F,39000.0,360
1f190fc9ded94d448f1061b27521285a,,2.5,8,99.56,3,3,3,Potential Loyalists,67.0,M,57000.0,47
1f1c409789c247cba9b50d63aa078fcc,High Spenders,0.5,13,324.28,5,5,5,Champions,92.0,M,94000.0,1083
1f3375bf55ad4d6d9fe17395db638f98,Casual Shoppers,9.25,4,119.43,1,1,4,At Risk,65.0,F,98000.0,1805
1f40222bfa09464e96ad1a885beddba5,Frequent Visitors,2.0,16,64.24,4,5,3,Loyal Customers,26.0,M,50000.0,1303
1f4313727a514c138b8523b0f2cfbba8,High Spenders,0.25,7,131.49,5,3,4,Loyal Customers,72.0,M,65000.0,349
1f47e62e6e224220b1e15b79c621f54b,Frequent Visitors,2.75,10,158.97,3,4,4,Loyal Customers,53.0,M,55000.0,1047
1f4d1cf98b944a498765e80224e0ee8a,High Spenders,1.25,11,133.71,4,4,4,Loyal Customers,73.0,M,57000.0,82
1f4d50d43cfe4547b3dd37d318a83b0a,High Spenders,2.25,15,342.33,4,5,5,Champions,69.0,M,95000.0,903
1f58df02bcc84df397834d6dd15710d0,Frequent Visitors,1.5,19,51.96,4,5,3,Loyal Customers,51.0,F,47000.0,959
1f5904646e364d8e9e2a6bcc4566f5d6,,3.25,3,21.189999999999998,3,1,2,At Risk,56.0,M,71000.0,700
1f59385fcefd4cd38bbceefa8b273ad7,High Spenders,5.0,9,207.73,2,3,5,Loyal Customers,53.0,F,93000.0,561
1f59796079a04371b380b2fbf2be6f73,Casual Shoppers,16.25,3,11.45,1,1,1,Lost,22.0,M,35000.0,321
1f5a8953d3db4e02b8e7ea4705f6aefb,Casual Shoppers,8.5,10,155.67000000000002,1,4,4,Potential Loyalists,58.0,M,64000.0,1145
1f5c961416e64c5d88098b02b1bdf246,Frequent Visitors,3.5,20,43.31,3,5,2,Loyal Customers,43.0,M,41000.0,1646
1f68e9b6850f49348235a281a47d9f15,Casual Shoppers,7.75,7,119.03,1,3,4,Potential Loyalists,49.0,O,56000.0,420
1f6ad0a8def240b3ad633f83032dedd8,Frequent Visitors,2.0,19,144.11,4,5,4,Champions,69.0,M,73000.0,1826
1f72799b1a53458f9615837f6c7eaddd,Frequent Visitors,2.25,8,386.05999999999995,4,3,5,Loyal Customers,42.0,M,41000.0,1072
1f7289c15fe14adab43983d43d4a0390,,3.5,12,29.87,3,4,2,Potential Loyalists,58.0,M,31000.0,955
1f72aa042368414d90fb3de6801238ac,Frequent Visitors,2.75,13,251.27,3,5,5,Champions,40.0,M,70000.0,684
1f7835d6032d406bb85d6abc09ce1d5d,Casual Shoppers,12.0,3,9.04,1,1,1,Lost,43.0,M,73000.0,74
1f7e721ece654f62a8fd629f59dfd60e,High Spenders,3.25,11,278.21,3,4,5,Loyal Customers,77.0,M,83000.0,856
1f816dc54c0144849c0a8154ba61a64f,,0.75,8,27.77,5,3,2,Loyal Customers,56.0,F,58000.0,725
1f88b300c65e42e382aee3b6fef0dc9a,High Spenders,4.25,15,45.65,2,5,2,Potential Loyalists,85.0,M,75000.0,764
1f91f4ea7db74b4e9926080aef934e0f,High Spenders,3.25,6,128.14,3,2,4,Potential Loyalists,76.0,M,85000.0,748
1f994e3caecd4d75ad1cb0e8809c6892,High Spenders,3.25,16,380.47,3,5,5,Champions,82.0,M,97000.0,997
1f99f39237164b17a8b6848f4ce881c3,,6.25,10,124.19,1,4,4,Potential Loyalists,49.0,M,47000.0,618
1f9b1f3349f545eeb5dab2cb68e9a26e,Casual Shoppers,7.5,1,25.31,1,1,2,Lost,65.0,F,83000.0,223
1f9b6e1cebeb48dcb6cd5965b408c989,Frequent Visitors,2.75,23,188.95,3,5,5,Champions,33.0,F,30000.0,347
1f9e0510404c44a38d0d826f8f9e1dfc,,1.0,1,1.1,5,1,1,Potential Loyalists,28.0,F,46000.0,187
1fa18ac894ce457686b3d3264eb192f5,,5.25,6,22.53,2,2,2,At Risk,51.0,M,36000.0,224
1fa42955dab44401b9f5c9a6c637e82e,Frequent Visitors,1.5,21,334.52,4,5,5,Champions,80.0,F,62000.0,1039
1fa45d0a243c4303b070877b7e161d85,,4.5,11,152.31,2,4,4,Loyal Customers,25.0,F,72000.0,217
1fa6bb2a2891447490ee9bf77f7319c0,Frequent Visitors,0.25,17,240.78,5,5,5,Champions,39.0,M,52000.0,272
1fa82206929541b6bc0f19f01cd04aa6,High Spenders,1.25,13,269.74,4,5,5,Champions,69.0,M,80000.0,460
1fa9ec94216d47a485b0b0ccfee21867,High Spenders,3.5,10,235.06,3,4,5,Loyal Customers,48.0,O,87000.0,885
1fc09b00cfc0448fa944d65f40aab67e,,4.5,5,5.6,2,2,1,At Risk,50.0,M,38000.0,58
1fc1b2cb8a7d4fc8966c12a56aea8585,High Spenders,1.75,6,128.19,4,2,4,Loyal Customers,64.0,F,101000.0,479
1fc251202c494f6993cfcafa754290ac,High Spenders,3.0,7,186.88,3,3,5,Loyal Customers,64.0,F,93000.0,261
1fc3062abe934ba3b6744ea281ef4696,,0.5,5,61.24,5,2,3,Loyal Customers,39.0,M,51000.0,1093
1fc56d7bf27d4d3888625d67fb2ea306,,1.0,6,26.189999999999998,5,2,2,Potential Loyalists,57.0,F,55000.0,69
1fcce9d0dccd421a97b74987fcdb0980,,6.0,3,8.870000000000001,2,1,1,Lost,49.0,F,43000.0,44
1fd6b0fdf50841f9b5c18941b6294e5d,Casual Shoppers,10.5,5,133.42,1,2,4,Potential Loyalists,85.0,F,75000.0,988
1fee18e1122e4e8b9588e88a182695b7,,0.25,4,46.559999999999995,5,1,2,Potential Loyalists,47.0,M,40000.0,368
1ff988aa1d75494292e08eeb2069af18,High Spenders,1.5,8,161.18,4,3,4,Loyal Customers,49.0,M,84000.0,999
1ffbfe62d38f4a0ebae49a79b1dd8601,High Spenders,0.75,10,278.6,5,4,5,Champions,73.0,M,110000.0,380
20080fae77d94491bb0827a255bff246,,1.75,11,88.2,4,4,3,Loyal Customers,30.0,M,32000.0,344
200a75cc38b94c5ba7d07c6ab2f39ee5,High Spenders,3.25,4,87.41,3,1,3,Potential Loyalists,59.0,M,88000.0,346
201969e0f3a7480eba5a291687c45cb9,,6.25,8,60.769999999999996,1,3,3,Potential Loyalists,81.0,F,36000.0,1027
201c6079c8fa4c9fbef610cdef58317f,,4.0,5,60.19,2,2,3,Potential Loyalists,68.0,M,52000.0,241
201cefe2f67f4dc18656189efbb46c46,High Spenders,2.75,11,35.85,3,4,2,Potential Loyalists,77.0,M,54000.0,1019
201db3555de347b5b0f247054ca19dce,,3.5,2,2.4000000000000004,3,1,1,At Risk,44.0,M,40000.0,108
201e187acb924b2c8c73f28b18d03892,Frequent Visitors,0.75,14,150.79,5,5,4,Champions,74.0,F,46000.0,741
202089fa67c3493fb14b0d882713b9bd,Frequent Visitors,0.75,11,141.1,5,4,4,Champions,35.0,M,47000.0,979
2022184e5eb84a7d83a85d4d9fbcad82,,5.25,5,82.46,2,2,3,Potential Loyalists,53.0,M,70000.0,1599
2022ae93abb14db5bf829d7fcf1358aa,Casual Shoppers,11.5,2,44.28,1,1,2,Lost,46.0,M,86000.0,228
20260caf2ea641a882c2127ed2073a4e,,1.0,6,71.72,5,2,3,Loyal Customers,59.0,F,51000.0,808
2029ecce8bc14065a7c757cbee6f58b3,,2.75,11,124.44999999999999,3,4,4,Loyal Customers,19.0,M,43000.0,605
202e4e3daea448269c22f900b6328edf,High Spenders,1.25,13,353.17,4,5,5,Champions,65.0,F,95000.0,782
203831402e2b49a8bf1fa35263f17165,High Spenders,1.25,11,223.46,4,4,5,Champions,56.0,F,87000.0,490
203ab9102e074287ada8046058bc6114,,4.25,5,15.11,2,2,1,At Risk,45.0,F,48000.0,136
20476d940d3a4ac5ab495104ba9b7dd1,High Spenders,2.75,8,139.48,3,3,4,Loyal Customers,53.0,M,80000.0,403
204f7655e1a347338ede1d3f875b8db0,High Spenders,4.25,4,71.71000000000001,2,1,3,At Risk,62.0,M,76000.0,1059
2055789c04024c25b7768b265ff91ac0,Casual Shoppers,8.75,3,9.48,1,1,1,Lost,23.0,F,65000.0,369
20570cb0c03947699a75887bb6a65145,Frequent Visitors,1.25,15,226.63,4,5,5,Champions,33.0,F,56000.0,334
2059cc920c6f493c811776fbf72d2017,,3.0,6,96.09,3,2,3,Potential Loyalists,52.0,M,72000.0,587
2059ee3cdfbd46bba6102eb3e8ad2deb,,2.25,8,92.31,4,3,3,Loyal Customers,24.0,F,41000.0,288
2065e9227d294ed88eac6bab55304e9f,,1.25,5,13.860000000000001,4,2,1,Potential Loyalists,19.0,M,33000.0,304
206ce5f33eb14623888263d2b945d089,High Spenders,2.75,12,235.46,3,4,5,Loyal Customers,69.0,F,78000.0,868
2070b9fd7b9e49ed8e797a81f16562d1,,4.25,4,9.69,2,1,1,Lost,36.0,M,39000.0,173
207333c76c074708b82abdea3883e76e,,4.5,7,20.990000000000002,2,3,2,Potential Loyalists,22.0,M,56000.0,77
2073b670f77040db9854ed363895fbc5,,4.25,8,15.06,2,3,1,At Risk,74.0,F,34000.0,115
208662b6e1194f939912d490f345f76c,,5.25,5,8.88,2,2,1,At Risk,36.0,M,34000.0,335
208774c819704d538c82f1d2b67a757d,,5.5,11,117.92999999999999,2,4,4,Loyal Customers,41.0,M,31000.0,424
208bf54c363a4542bfe02328b47b9912,Frequent Visitors,0.75,20,60.230000000000004,5,5,3,Champions,20.0,M,73000.0,1492
208d11d3c6a54e84b546b628c9528f43,,3.0,7,25.91,3,3,2,Potential Loyalists,57.0,M,71000.0,614
2091c0756edc4046a3cd3032522f6657,Casual Shoppers,8.75,7,126.44,1,3,4,Potential Loyalists,61.0,M,79000.0,1003
20964a5536b2413f92757429b5edc714,,4.0,8,91.87,2,3,3,Potential Loyalists,67.0,M,54000.0,112
2096848bba8f49d98344be3fdc433798,,1.75,6,15.18,4,2,1,Potential Loyalists,27.0,M,47000.0,89
209ace4ec61a4a32819f3f772a37a134,High Spenders,5.0,3,60.47,2,1,3,At Risk,57.0,M,75000.0,177
20a4a0f9ffd04f619283d6e469d9d3ba,High Spenders,2.25,7,122.0,4,3,4,Loyal Customers,71.0,F,68000.0,254
20a6deffb59145a181e9640ed2b2c228,,2.5,7,22.74,3,3,2,Potential Loyalists,27.0,M,61000.0,1097
20aa810bd0574208bfa7a7f066d0af5e,Frequent Visitors,3.0,15,224.03,3,5,5,Champions,46.0,F,50000.0,820
20abb9f45993499caf8a9712cbbe2695,,2.0,6,74.94,4,2,3,Potential Loyalists,25.0,M,75000.0,1568
20b3452f733e43c39e6775b07bc270e7,Frequent Visitors,1.5,13,41.870000000000005,4,5,2,Loyal Customers,55.0,M,45000.0,280
20b3771f1f144a8d95610a19cd65d8d3,Frequent Visitors,0.75,19,59.15,5,5,3,Champions,70.0,M,58000.0,213
20ba03a88c4e4ee6aef6201a94b8e67d,,3.0,3,6.8,3,1,1,At Risk,27.0,M,50000.0,20
20bdd36e61ab4b13ad5fbecb2c5653bb,High Spenders,3.75,5,124.8,2,2,4,Potential Loyalists,60.0,M,84000.0,313
20c24058cc124023bdd454eae5228357,High Spenders,3.5,8,137.32,3,3,4,Loyal Customers,52.0,F,68000.0,220
20c89886415b4f97a374cee3ace34fae,High Spenders,4.25,4,103.04,2,1,4,Potential Loyalists,73.0,F,114000.0,325
20cd258497c24a47b2345af5811b2af0,Casual Shoppers,8.25,4,120.43,1,1,4,At Risk,83.0,F,97000.0,593
20d1314754e849899f8e0acb33c9bb9c,,1.5,7,11.030000000000001,4,3,1,Potential Loyalists,46.0,M,31000.0,1578
20e1db51ebe94cd9a823bfb84cca99da,,1.25,3,11.879999999999999,4,1,1,At Risk,51.0,M,73000.0,216
20e6b5b7907a41d589576012963bde5d,,2.75,10,149.24,3,4,4,Loyal Customers,44.0,M,56000.0,920
20e750ef548a41628be433e37b508b34,Casual Shoppers,7.25,2,36.08,1,1,2,Lost,59.0,F,80000.0,131
20ed2ff30ba54901beb1accd472a013f,High Spenders,1.75,9,257.1,4,3,5,Loyal Customers,58.0,M,114000.0,980
20efc9d4efc84eb89275621ccdfefea4,Frequent Visitors,0.25,16,210.96,5,5,5,Champions,42.0,M,55000.0,831
20f1659c701047519c46cb50d9af3aa0,High Spenders,7.75,4,113.19,1,1,4,At Risk,68.0,F,117000.0,655
20f2e89032764c0cb8212ae268f324bf,Casual Shoppers,7.0,2,40.47,1,1,2,Lost,43.0,M,88000.0,72
20f36dd2ffeb423b893bcfa92ce1e30d,,4.25,3,73.51,2,1,3,At Risk,51.0,F,75000.0,324
20f7fdd12cc34df7b9ecb67ecd6b05ea,Frequent Visitors,2.25,12,128.4,4,4,4,Loyal Customers,50.0,M,51000.0,1039
20fce895bebe4d5c9ce55fe83ea9ef90,Frequent Visitors,6.25,12,146.86,1,4,4,Potential Loyalists,44.0,M,50000.0,358
20fe5847b1a84141ba23bc430bc89768,,0.25,8,35.64,5,3,2,Loyal Customers,52.0,M,67000.0,71
2100a915e90a4078b87eefe030c6aba3,,3.25,4,12.200000000000001,3,1,1,At Risk,66.0,F,52000.0,100
2101e44b28084a37b9021a15902c629d,Frequent Visitors,1.25,19,53.769999999999996,4,5,3,Loyal Customers,30.0,M,48000.0,1803
210fe4b56f4c4e868cebde8685add8d9,,3.75,3,6.4,2,1,1,Lost,30.0,M,61000.0,154
2119673616e04d3eb001c92dee19ddc5,Champions,1.5,22,783.0899999999999,4,5,5,Champions,67.0,F,67000.0,282
211c1b601543428198d735c2526e6225,Frequent Visitors,1.0,15,132.16,5,5,4,Champions,54.0,M,46000.0,1090
211c1fdfe7e047e3b88cf267824ca6df,,7.75,7,47.71,1,3,2,At Risk,27.0,F,68000.0,205
2129d7ccc38a4a5384e6f17ab29d1efc,,6.0,4,5.76,2,1,1,Lost,20.0,M,30000.0,349
212bda8c6fce4258b64f62bd28006e42,,0.5,4,21.009999999999998,5,1,2,Potential Loyalists,48.0,F,74000.0,96
212c3e980998440fba3ebe06a62e9828,,1.0,6,16.6,5,2,1,Potential Loyalists,88.0,M,33000.0,225
2149edc8436c49bf8ed9712ca0373b5a,High Spenders,2.0,2,55.79,4,1,3,Potential Loyalists,68.0,F,100000.0,263
2150365f365b47d4ac6a667ea4c8fc72,High Spenders,1.25,2,45.57,4,1,2,Potential Loyalists,84.0,M,69000.0,36
21557b6e602841c089563a39feaf691e,,2.25,5,23.84,4,2,2,Potential Loyalists,65.0,F,49000.0,350
21597bbcf823440eaa59ce4810de6c9a,High Spenders,4.75,10,164.57,2,4,4,Loyal Customers,65.0,M,55000.0,717
2170ec957f354a51a6e41ecd1a9a8f36,Casual Shoppers,9.25,11,175.82999999999998,1,4,5,Loyal Customers,40.0,F,72000.0,852
2172dc3aa5ca4e68819ed402a2f91a9e,Frequent Visitors,4.25,14,27.52,2,5,2,Potential Loyalists,41.0,M,30000.0,1252
21768fb046e74ad7bd5555e39a850ed2,Frequent Visitors,2.25,13,151.18,4,5,4,Champions,52.0,M,44000.0,415
217c3e3cb05b41509d1d7d362e01b7e7,Frequent Visitors,1.25,14,34.15,4,5,2,Loyal Customers,64.0,M,49000.0,1694
218c1302fe7e494283dce3c253d1104c,High Spenders,2.0,3,75.27000000000001,4,1,3,Potential Loyalists,63.0,M,90000.0,107
21928f294b2b414c8ecd694538393567,,0.75,6,18.8,5,2,1,Potential Loyalists,40.0,M,71000.0,84
2193267a91d747dfa7197bb39c78b2e5,High Spenders,1.25,15,292.94,4,5,5,Champions,63.0,M,86000.0,507
219ed3e7994242509a7933bd6379d6cb,Frequent Visitors,3.25,14,312.36,3,5,5,Champions,61.0,M,71000.0,324
21a18c971c42452092d674464e04c43e,Champions,0.5,13,508.15,5,5,5,Champions,62.0,F,48000.0,1064
21a5e7ee56c742308fdc0f33a86ba500,High Spenders,1.25,1,32.95,4,1,2,Potential Loyalists,61.0,F,92000.0,106
21a8e90d61c246a992135c38f564891d,,2.25,10,22.16,4,4,2,Loyal Customers,55.0,M,68000.0,207
21a99497925443ebbee1cf7239f7e902,,4.75,9,85.50999999999999,2,3,3,Potential Loyalists,75.0,F,47000.0,950
21b02228cd4441b49bf0b5ff046f4b75,Frequent Visitors,3.25,18,58.18,3,5,3,Loyal Customers,48.0,M,44000.0,1157
21b41488766a4a3dacccf244653a9f46,High Spenders,4.0,3,57.73,2,1,3,At Risk,60.0,M,80000.0,138
21c0a28f6b8c4de08536ecf97aea4286,Frequent Visitors,3.75,16,232.32999999999998,2,5,5,Loyal Customers,36.0,M,61000.0,644
21c16cf0c293423ca08647079f1783c7,Frequent Visitors,3.75,11,217.86,2,4,5,Loyal Customers,51.0,M,66000.0,1010
21c73d53e2a74bb1b4dc172bff2b1aad,Frequent Visitors,3.5,18,200.93,3,5,5,Champions,66.0,M,49000.0,920
21c94eb7999a490dbdd2594efd24b699,Casual Shoppers,10.25,4,12.59,1,1,1,Lost,49.0,M,34000.0,219
21ce757cdf2441f3921014edc2775e6c,,3.25,4,14.07,3,1,1,At Risk,34.0,M,73000.0,152
21d4070aeb3b459580e2b21db2a2ed06,High Spenders,2.75,2,45.08,3,1,2,At Risk,83.0,F,89000.0,103
21d44aab69eb494ca5d48250257a9e42,Casual Shoppers,7.5,6,34.120000000000005,1,2,2,At Risk,50.0,M,68000.0,337
21d6159dc3e749c698da8a6affb68412,High Spenders,3.0,7,140.15,3,3,4,Loyal Customers,70.0,F,80000.0,978
21da6ca3b11e4949b917f750cc886c63,,2.75,8,35.879999999999995,3,3,2,Potential Loyalists,23.0,M,37000.0,118
21e19edf3a9a42c5865c4778eecf22ec,High Spenders,3.5,4,97.96000000000001,3,1,3,Potential Loyalists,91.0,F,90000.0,297
21e1f3e157e74c028418d85d4365a5e6,Casual Shoppers,8.0,6,148.0,1,2,4,Potential Loyalists,53.0,M,92000.0,362
21e4f5128ff94baf89619d6be8bdc77f,Frequent Visitors,0.5,17,29.61,5,5,2,Loyal Customers,53.0,M,41000.0,622
21ee2f128a5948728158fb28b5761bb9,Frequent Visitors,0.5,12,37.02,5,4,2,Loyal Customers,27.0,M,59000.0,1778
21eef0356f42406c9e70c5e1c03ab378,,0.25,7,108.74,5,3,4,Loyal Customers,47.0,F,62000.0,1515
21ef657d74c5446987e8b18d8166d0ed,High Spenders,0.25,5,139.05,5,2,4,Loyal Customers,83.0,F,109000.0,776
21f4bbed85a84be0a1e0d52bab666678,Casual Shoppers,7.25,6,151.5,1,2,4,Potential Loyalists,40.0,M,82000.0,531
21f58f38b6ac4f67acd2959072adaa7c,Frequent Visitors,2.5,24,187.15,3,5,5,Champions,30.0,M,35000.0,527
21fa118bc6b84650976fed5df7d3040c,High Spenders,5.0,11,166.29,2,4,4,Loyal Customers,68.0,M,58000.0,580
21fbd00c84bc49e59278f2c8448a5a9c,Casual Shoppers,11.75,2,37.17,1,1,2,Lost,62.0,M,85000.0,320
21fcea983a6c451d9daea0e2d6e6cc07,Frequent Visitors,1.25,16,43.26,4,5,2,Loyal Customers,52.0,F,67000.0,204
2201a5d7a57b4430b803c34926a7f1a2,High Spenders,0.75,9,180.96,5,3,5,Champions,43.0,F,77000.0,296
2202161defd14ab9a089cdc5e9c48f3c,,3.0,4,8.76,3,1,1,At Risk,49.0,F,45000.0,191
220275bd508641738fb2f8051c2ae47f,,0.75,8,27.07,5,3,2,Loyal Customers,19.0,M,36000.0,73
2204f8ff966f48db90246bd7b5918a7f,High Spenders,1.5,9,143.03,4,3,4,Loyal Customers,68.0,M,69000.0,763
2205bf5738d14d27885473b2c50ae110,,2.75,10,26.1,3,4,2,Potential Loyalists,49.0,M,43000.0,1158
220a39cdfd6b41268c43a2e588fcb7e0,,7.25,1,0.87,1,1,1,Lost,20.0,M,69000.0,65
220b8961b1824689a570c6767311fc8b,High Spenders,5.25,6,101.81,2,2,4,Potential Loyalists,81.0,F,87000.0,586
2210c471e13e49539d624a8f2b04f682,High Spenders,4.5,10,210.1,2,4,5,Loyal Customers,51.0,M,81000.0,359
221bad1632444b8bb6e2409d2bc7df48,,2.0,6,127.23,4,2,4,Loyal Customers,40.0,M,71000.0,866
221c346cff9146378dda2bcfe13ebd72,,0.75,2,8.76,5,1,1,Potential Loyalists,33.0,F,67000.0,194
22212a9457f544d099841ab698d2a5ef,Frequent Visitors,0.25,14,162.03,5,5,4,Champions,44.0,F,53000.0,278
2226814ccd8f47bea074abfeb466cf4b,Frequent Visitors,4.0,11,146.78,2,4,4,Loyal Customers,41.0,F,57000.0,816
2231e76532d04361a0474b84822f9860,High Spenders,3.25,11,224.45,3,4,5,Loyal Customers,56.0,F,83000.0,669
2232ca2abd9548e6b33b2a45909f2600,,1.0,4,11.65,5,1,1,Potential Loyalists,71.0,M,52000.0,25
2234fe1f1b6549f69b40bab5152238f7,High Spenders,1.5,9,272.89,4,3,5,Loyal Customers,79.0,F,102000.0,556
2236b2acf3404128bbcd87f526b4e23a,,1.5,7,116.03999999999999,4,3,4,Loyal Customers,19.0,M,74000.0,916
223d38b1853347c1a90823d2b775dc68,,6.0,10,150.91,2,4,4,Loyal Customers,42.0,M,59000.0,1369
223d9000d7bd4e72af8ac193c1760be1,High Spenders,1.75,6,119.78,4,2,4,Loyal Customers,55.0,F,74000.0,1090
224d8d1b5af746b4b145bd00e4eefd76,High Spenders,2.75,6,63.06,3,2,3,Potential Loyalists,81.0,M,60000.0,553
226260d7327d484abff1d8668fe4be65,,2.25,11,25.11,4,4,2,Loyal Customers,29.0,F,39000.0,1525
226a51a4d1204398949b0fd51cdf8a10,,6.75,3,49.18,1,1,3,At Risk,44.0,F,58000.0,273
226fc5b19c124d79983942fb0985ee15,Frequent Visitors,3.5,12,105.84,3,4,4,Loyal Customers,76.0,F,31000.0,283
2277f0026d4546969e5a564354d3664c,Frequent Visitors,1.5,13,195.47,4,5,5,Champions,46.0,M,56000.0,869
227ce6b51df94aeaa83ce2701eb2963c,High Spenders,6.0,5,118.63,2,2,4,Potential Loyalists,69.0,M,92000.0,365
227f2d69e46a4899b70d48182822cff6,High Spenders,3.25,6,156.07999999999998,3,2,4,Potential Loyalists,51.0,M,100000.0,81
227f56602add4665a5c3633f08a08656,High Spenders,0.75,16,417.67,5,5,5,Champions,53.0,F,105000.0,188
227f7c7fcd3f445691431763078d39b1,High Spenders,1.25,11,239.17,4,4,5,Champions,76.0,M,75000.0,716
2282d0c4726b4e9fad5ea8c69002ae9a,Frequent Visitors,1.0,10,119.02000000000001,5,4,4,Champions,69.0,F,50000.0,959
2290f2fb303e46579ecb6d79b0409d0c,Champions,0.5,16,555.36,5,5,5,Champions,55.0,M,60000.0,402
229191ca2b9d4620bd61677fd7f328c4,High Spenders,5.5,5,131.11,2,2,4,Potential Loyalists,69.0,M,108000.0,826
2297b19f7fdb4ca3bcb1cbf74209b77b,Frequent Visitors,0.25,14,228.78,5,5,5,Champions,31.0,F,60000.0,850
2299335033194047a20685e608f230d8,High Spenders,1.75,12,260.69,4,4,5,Champions,68.0,F,85000.0,231
22a4183650a2469c9b969a69ad6cfb66,Frequent Visitors,3.0,14,23.71,3,5,2,Loyal Customers,62.0,M,42000.0,1424
22a945be84664ab59b5bff02429bf462,Champions,3.0,21,1040.98,3,5,5,Champions,21.0,M,45000.0,466
22b37ea6807e45688983ffb664b963a0,,1.5,5,117.92999999999999,4,2,4,Loyal Customers,40.0,F,75000.0,772
22b7db076ce44fd1926cdb1fd04013ff,High Spenders,2.25,3,10.68,4,1,1,At Risk,82.0,F,74000.0,231
22bf244c38734ce38a6e8d99499bc504,High Spenders,0.5,4,85.75,5,1,3,Potential Loyalists,85.0,F,77000.0,235
22bf8639f8ec4434964afdd5a74209ab,High Spenders,4.25,2,54.95,2,1,3,At Risk,64.0,F,112000.0,195
22c01c0918664a3788e4dbbac842936d,Frequent Visitors,3.75,14,298.97,2,5,5,Loyal Customers,55.0,F,78000.0,774
22ce932a14c34f2fbd3d36d4f3a598d5,Frequent Visitors,3.25,12,106.18,3,4,4,Loyal Customers,65.0,F,35000.0,392
22d072830a384100928fbbc313e6184a,Frequent Visitors,0.5,15,51.45,5,5,3,Champions,72.0,M,31000.0,1790
22d289f1beb24a989d9f3dbe8a6f4caf,Casual Shoppers,7.0,1,4.78,1,1,1,Lost,64.0,M,53000.0,151
22d87f4f3e2b42f49a9af68a350cf3ef,,1.5,7,60.58,4,3,3,Loyal Customers,67.0,M,50000.0,194
22dab61857c84270944fc34e8c72c764,High Spenders,2.5,7,128.95,3,3,4,Loyal Customers,68.0,F,85000.0,157
22e2a6aa912b439082c7e0f7a2f3cf65,High Spenders,2.25,5,113.0,4,2,4,Loyal Customers,75.0,M,87000.0,344
22e3c0dba818435e900668eb591d45e3,High Spenders,2.5,4,92.05,3,1,3,Potential Loyalists,56.0,F,95000.0,281
22f9700db0f341a7b522af25fa2627ec,High Spenders,2.75,5,109.17,3,2,4,Potential Loyalists,67.0,M,87000.0,557
22fb7286392241b5a8c92be7a23a04a9,High Spenders,3.0,2,54.599999999999994,3,1,3,Potential Loyalists,43.0,F,96000.0,1568
2300b9fba71048488b040245ffa14709,,2.5,5,89.63,3,2,3,Potential Loyalists,47.0,M,62000.0,1448
230aae2a26df47adbbd1e02a6d3d0cc0,,7.25,7,100.87,1,3,3,Potential Loyalists,45.0,M,48000.0,280
2317e6d093a94ffd88614160e828c3e3,Casual Shoppers,10.75,6,13.27,1,2,1,Lost,19.0,M,45000.0,174
231e1e33467647bbba31f6ba36d88541,Frequent Visitors,0.5,12,52.13,5,4,3,Loyal Customers,26.0,M,68000.0,1407
231f39abf1c14080916f5f81856f7d05,Frequent Visitors,0.25,12,101.76,5,4,4,Champions,20.0,M,45000.0,972
231f415c3b34446ca71fa8cf0b2b974f,High Spenders,2.25,10,170.68,4,4,5,Champions,73.0,F,73000.0,498
232112641049495689718e27bfe5924d,,6.25,7,28.4,1,3,2,At Risk,73.0,M,47000.0,30
23222e141aae4ba9b8efd19138d8f30f,High Spenders,6.0,7,196.64999999999998,2,3,5,Loyal Customers,63.0,F,103000.0,782
23264960b6724afeaf89b61af7b0662d,High Spenders,6.5,10,249.7,1,4,5,Loyal Customers,67.0,M,97000.0,274
2326ed8eb9be4b4b8ddc8f98a816d8ba,,4.5,4,16.64,2,1,1,Lost,48.0,M,65000.0,184
23277625ebb9416582f62f328a6a5a8b,Frequent Visitors,3.0,21,155.76,3,5,4,Loyal Customers,41.0,O,63000.0,785
2329b14ec2ea4f979f82e66b057b16d6,High Spenders,1.75,11,316.05,4,4,5,Champions,74.0,M,101000.0,813
232aded1c7bc40f8baf89f8ea81706a4,,3.25,9,68.88,3,3,3,Potential Loyalists,64.0,F,36000.0,552
233135b25fbe42b6afc24081d9caf06a,High Spenders,3.75,8,236.22,2,3,5,Loyal Customers,54.0,F,97000.0,796
2332714b1fb54741b3a7b27f259dc994,High Spenders,6.0,5,139.19,2,2,4,Potential Loyalists,49.0,M,99000.0,66
2334c3155e884d3c9529ee471f814a49,High Spenders,3.75,3,70.28999999999999,2,1,3,At Risk,46.0,O,91000.0,281
